Rank,Score,Name,City,State,Google Maps Link
235,7.8,Salvo's Pizzabar,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Frank's Trattoria,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Rivoli Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Pizza Da Solo,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Joe's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,La Bellezza,New York,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Sam’s Restaurant,East Hampton,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Fiori's Pizzaria,Pittsburgh,PA,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Grandpa's Pizza,Bonita Springs,FL,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Bird Pizzeria,Charlotte,NC,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Stretch Pizza,Manhattan,NY,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Zee's Pizzeria,New Orleans,LA,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,St. Pizza,New Orleans,LA,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Boludo,Miami,FL,https://www.google.com/maps/search/?api=1&query=235%207.8
235,7.8,Rocco's Pizzeria,Glen Burnie,MD,https://www.google.com/maps/search/?api=1&query=235%207.8
285,7.74,Ducali,Boston,MA,https://www.google.com/maps/search/?api=1&query=285%207.74
286,7.7,Il Buco Alimentari & Vineria,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Urban CoalHouse,Red Bank,NJ,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Grana Pizza Cafe,Matawan,NJ,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Bella Pizza,Hasbrouck Heights,NJ,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Joey's House of Pizza,Nashville,TN,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Craft Pizza,Chicago,IL,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Joe's Pizza NYC,Ann Arbor,MI,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Curioni's Pizza,Lodi,NJ,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Goodfellas Distillery,Lexington,KY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Pugsley's Pizza,Bronx,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Scarr's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Harry's Italian,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Phil's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Ciao Vineria con Cucina,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Pizza Barbone,Hyannis,MA,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Italian Village Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Il Rione,Cleveland,OH,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Song E Napule,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Vezzo,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Sfila Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Pepe Giallo,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,3 Giovani,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Nick’s New Haven Style Pizzeria and Bar,Boca Raton,FL,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Rosario’s,Astoria,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Nonna's,Florham Park,NJ,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Mike's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Table 87 - Brooklyn Heights,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Haymarket Pizza,Boston,MA,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Michael’s Famous Pan Pizza & Restaurant,Port Chester,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Mike's Apizza & Restaurant,West Haven,CT,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Sal's Pizzeria,Mamaroneck,NY,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Cugino’s Italian Deli & Pizza,Las Vegas,NV,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Taglio Cucina & Pizzeria Romana,Port Charlotte,FL,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Industry Pizza & Slice Shop,Naples,FL,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Acre Pizza,Sebastopol,CA,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Mike & Lenny's Bar Pizza,Walpole,MA,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Strad Pizza,Scottsdale,AZ,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Lucci's Pizza,Clifton,NJ,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Barbaro,San Antonio,TX,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,EVOLI Pizzeria & Bistro,Hackensack,NJ,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Tramonto's Pizza,Ocean Township,NJ,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Amici Pizza,Mesa,AZ,https://www.google.com/maps/search/?api=1&query=286%207.7
286,7.7,Argilla Brewing Co. @ Pietro's Pizza,Newark,DE,https://www.google.com/maps/search/?api=1&query=286%207.7
329,7.6,Sea Bright Pizzeria,Sea Bright,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Little Italy Pizza & Pasta,Sayulita,MX,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Michael's Original Pizzeria & Tavern,Chicago,IL,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Chimney Rock Inn,Bound Brook,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Jimmy's Pizza Cafe,Chicago,IL,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Michael's Pastaria,Nutley,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Squan Tavern,Manasquan,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Arthur Avenue Wood Fired Pizza,Pleasantville,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Bar Cargo,Chicago,IL,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Reservoir Restaurant,South Orange,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Josie's Pizzeria,Lyndhurst,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Charlie's Pizzeria,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Joe's Pizza,West Hollywood,CA,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,John's Pizzeria,Jersey City,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Red Pinto Tailgate Party,Orchard Park,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Gino’s Restaurant,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Norm’s Pizza,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Pete’s Pizza,Daytona Beach,FL,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,PizzaPapalis of Greektown,Detroit,MI,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Frank & Danny’s Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Pizza District,Boca Raton,FL,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Vincenza’s Pizza & Pasta,Cleveland,OH,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Salvatore’s Coal Oven Pizzeria,Port Washington,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Reservoir Tavern,Boonton,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,La Capannina,Wainscott,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Pizza Collective,New York,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Primavera Pizza,Montauk,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Village Square Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Young Joni,Minneapolis,MN,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Porrino’s Pizzeria,Little Ferry,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Pizza Land,North Arlington,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Buddy's Pizza,Dearborn,MI,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Johnny Pepperoni,Hoboken,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Enzo Bruni La Pizza Gourmet,New York,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Poopsie's,Pembroke,MA,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Motorino,New York,NY,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Cusumano,Old Forge,PA,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Cafe Rinaldi,Old Forge,PA,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Wayne Ale House & Pizza,Wayne,NJ,https://www.google.com/maps/search/?api=1&query=329%207.6
329,7.6,Gio's Pizza & Spaghetti House,Metairie,LA,https://www.google.com/maps/search/?api=1&query=329%207.6
369,7.5,Pizza Bruno,Orlando,FL,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Tavolino Pizzeria & Trattoria,Wallington,NJ,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Maruca's Tomato Pies,Seaside Heights,NJ,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Five Points Pizza East,Nashville,TN,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Prince Street Pizza,West Hollywood,CA,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Avellino Pizza & Pasta,Hartsdale,NY,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Amarone,Aventura,FL,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Detroit Frankie's Wood Fired Brick Oven,Lansing,MI,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Cloverleaf Bar & Restaurant,Eastpointe,MI,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Supino Pizzeria,Detroit,MI,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Sac's Place,Queens,NY,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Trattoria La Sorrentina,North Bergen,NJ,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Apizza Grande,East Haven,CT,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Juliano's Restaurant,McKees Rocks,PA,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Mulberry Street Pizzeria,Beverly Hills,CA,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Red Wagon Pizza Co,Minneapolis,MN,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Red Front Pizza,Clifton Park,NY,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Arcaro & Genell,Old Forge,PA,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Scratch Brick Oven,Johnson City,TN,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Bocce Club Pizza,Amherst,NY,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Vincenzo’s Pizzeria,Waterbury,CT,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Napoli Pizza & Pasta,Astoria,NY,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Renzo’s Cafe Pizzeria,Boca Raton,FL,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Vince the Pizza Prince,Scranton,PA,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Maroni’s Pizza House,Scranton,PA,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Pennachio’s,Manorville,NY,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Pop’s Pizzas,New York,NY,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Love & Dough,DUMBO,NY,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Mama's Pizza,Saint Paul,MN,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Empire Slice House,Oklahoma City,OK,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Santucci's Original Square Pizza,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Kinchley's Tavern,Ramsey,NJ,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Pizza Town USA,Elmwood Park,NJ,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Da Nonna Rosa,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Palio Pizzeria,Hyannis,MA,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Louie's Pizza,Woburn,MA,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Royal Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Lambretta Pizzeria,Old Toronto,ON,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Mac's Pizza,Old Toronto,ON,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Braintree Brewhouse,Braintree,MA,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Laced Pizza & Pub,Foxborough,MA,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Manville Pizza & Restaurant,Manville,NJ,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,DeNucci's,Chicago,IL,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Emmy Squared Pizza: The Gulch,Nashville,TN,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Mona Lisa Pizza,Jackson Township,NJ,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Nuovo York Pizza,Manhattan,NY,https://www.google.com/maps/search/?api=1&query=369%207.5
369,7.5,Tower of Pizza,Metairie,LA,https://www.google.com/maps/search/?api=1&query=369%207.5
416,7.4,Da Legna at Nolo,New Haven,CT,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Brozinni Pizzeria at Speedway,Speedway,IN,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Massa Cafe Italiano,Elmwood Park,IL,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Taormina,Paterson,NJ,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Bonci Pizzeria,Chicago,IL,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Villaggio's Italiano Restaurant,Hartsdale,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Raceway Pizza & Ristorante,Yonkers,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Coalfire,Chicago,IL,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Coalfire,Chicago,IL,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Apizza Brooklyn,Miami,FL,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Arturo's Osteria & Pizzeria,Maplewood,NJ,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Three Guys From Italy,Kenilworth,NJ,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Ferazzoli's Italian Kitchen,Rutherford,NJ,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Barcelona's Restaurant,Garfield,NJ,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Randazzo's Pizzeria,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Death By Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Frisco's Pizza,New Haven,CT,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Enzo Claudio Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Palermo's Cafe & Bakery,Little Ferry,NJ,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Franzone's Pizzeria,Manayunk,PA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Montesini Pizza,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Giovani's Bar & Grill,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Pietro's Pizza,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,La Nonna Krispy Krust Pizza,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Side Piece Pizza,Las Vegas,NV,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Pizza Wagon,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Bonnie & Clyde’s Pizza Parlor,Louisville,KY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Figs by Todd English,Boston,MA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Pizzeria Beddia,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Union Park Pizza,Boston,MA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Resca,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Rosa’s Pizza,Maspeth,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Pizza Garden,Flushing,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Sam’s,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Lombardo’s,White Plains,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Revello’s Pizza,Old Forge,PA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Marinara Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Vito’s Slices and Ices,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Lucille,Madison,WI,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Nolita Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Salvatore’s Tomato Pies,Madison,WI,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Vino’s Pizza,Lafayette Hill,PA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,DOUGH By Licastri,Staten Island,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Caserta Pizzeria,Providence,RI,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Providence Coal Fired Pizza,Providence,RI,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Elegante Pizzeria,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Jet’s Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Hi-Class Pizza,Bellerose,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Pizza Time Ristorante,Boca Raton,FL,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Remo’s,Stamford,CT,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Romeo’s,Freehold,NJ,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Alfredo’s Pizza Cafe,Scranton,PA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Colombo’s Cafe & Pastries,Hyannis,MA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Fierro’s Pizza,East Hampton,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Pequod's Pizzeria,Chicago,IL,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,GoreMade Pizza,Columbus,OH,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Marcello's Pizza & Subs,Atlanta,GA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Napoli's Brick Oven Pizza,Hoboken,NJ,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,The Woodstock,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Justino's Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Stage Door Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Filaga Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,L & B Spumoni Gardens,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Ciro's Pizzeria & Beerhouse,San Diego,CA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Mama Mia's Restaurant,Saratoga Springs,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Dani's House of Pizza,Kew Gardens,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Brooklyn's Homeslice Pizzeria,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Paulie Gee's Slice Shop,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Margherita NYC,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Il Piccolo Bufalo,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Gnocco,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Fusaro's,Nantucket,MA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,BAR,New Haven,CT,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Rosemary's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Upside Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Prova Pizzabar,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Famous Famiglia Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Moustache Pitza,New York,NY,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Frankie's Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Giorgio's Pizza,Indianapolis,IN,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Terrazza,Old Toronto,ON,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Geno D's Pizza,Charlotte,NC,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Sharpies Pizza + Cocktails,Chicago,IL,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Freddy's Pizza,Cicero,IL,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Romeo's Pizza Italian American,Freehold Township,NJ,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Belgiovine's Pizza,Montclair,NJ,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,That's Amore Pizzeria,Metairie,LA,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Parlor Pizza Bar West Loop,Chicago,IL,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Bazemore Pizza Company,Upper Arlington,OH,https://www.google.com/maps/search/?api=1&query=416%207.4
416,7.4,Grotto Pizza,Wilmington,DE,https://www.google.com/maps/search/?api=1&query=416%207.4
506,7.3,Round Swamp Farm,Montauk,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Unregular Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Prince Street Pizza,Miami,FL,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Pizzeria Ora,Chicago,IL,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Low Fidelity,Jersey City,NJ,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Sauce & Barrel,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Pizza Pazza,Miami,FL,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Inattesco Pizzabar,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Nicholas Barrel & Roost,Red Bank,NJ,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Venice Pizza & Trattoria,North White Plains,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Little Italian Pizza,Pompano Beach,FL,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Crispelli's Bakery & Pizzeria,Berkley,MI,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Terre Del Sapore,Coral Gables,FL,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Crispelli's Bakery & Pizzeria,Berkley,MI,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Crispelli's Bakery & Pizzeria,Berkley,MI,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Deluca's Restaurant,Lansing,MI,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,NeoPapalis,Ann Arbor,MI,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Niki's Pizza,Detroit,MI,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Santoni's Pizzeria,Garfield,NJ,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Tony & Joe's Pizzeria,Conshohocken,PA,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Café Carmela,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Sam's Boardwalk Style Pizza,Havertown,PA,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Pizza Rock,Las Vegas,NV,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Gennaro's Pizza Parlor,Saratoga Springs,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Paulie Gee's,Brooklyn,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Pasquale Jones,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Baker's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Joey's Pizzeria,Dennis Port,MA,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Pie Pie Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Serafina Broadway,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Teresa's Brick Oven Pizza & Cafe,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Harry's Italian Pizza Bar,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
506,7.3,Marinara Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=506%207.3
