Rank,Score,Name,City,State,Google Maps Link
1077,3.8,Poppy Pizza,Mashpee,MA,https://www.google.com/maps/search/?api=1&query=1077%203.8
1082,3.7,Mariella Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1082%203.7
1083,3.6,Daniela Trattoria,New York,NY,https://www.google.com/maps/search/?api=1&query=1083%203.6
1084,3.4,Cheetah Pizza,Edina,MN,https://www.google.com/maps/search/?api=1&query=1084%203.4
1084,3.4,Justino's Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=1084%203.4
1084,3.4,5 Boroughs Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1084%203.4
1084,3.4,Secret Pizza,Las Vegas,NV,https://www.google.com/maps/search/?api=1&query=1084%203.4
1088,3.3,The Grotto Pizzeria & Ristorante,New York,NY,https://www.google.com/maps/search/?api=1&query=1088%203.3
1089,3.2,Stromboli Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1089%203.2
1089,3.2,Sbarro,New York,NY,https://www.google.com/maps/search/?api=1&query=1089%203.2
1089,3.2,La Gusto Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1089%203.2
1089,3.2,Rico's Pizza,Gary,IN,https://www.google.com/maps/search/?api=1&query=1089%203.2
1089,3.2,Bonanno's New York Pizzeria,Las Vegas,NV,https://www.google.com/maps/search/?api=1&query=1089%203.2
1089,3.2,Bonanno's New York Pizzeria,Las Vegas,NV,https://www.google.com/maps/search/?api=1&query=1089%203.2
1095,3.1,Cottage Inn Pizza - Ann Arbor,Ann Arbor,MI,https://www.google.com/maps/search/?api=1&query=1095%203.1
1095,3.1,Z Deli Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=1095%203.1
1097,2.9,McDonald's,Orlando,FL,https://www.google.com/maps/search/?api=1&query=1097%202.9
1097,2.9,Hank's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1097%202.9
1099,2.8,Rocky's Number II,New York,NY,https://www.google.com/maps/search/?api=1&query=1099%202.8
1099,2.8,Canyon Pizza,State College,PA,https://www.google.com/maps/search/?api=1&query=1099%202.8
1099,2.8,Cheska’s,New York,NY,https://www.google.com/maps/search/?api=1&query=1099%202.8
1099,2.8,Wawa,Glen Burnie,MD,https://www.google.com/maps/search/?api=1&query=1099%202.8
1103,2.7,Intrepid Summer Movie Series,New York,NY,https://www.google.com/maps/search/?api=1&query=1103%202.7
1104,2.5,Da Vinci Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1104%202.5
1105,2.4,King's Pizza,Clearwater,FL,https://www.google.com/maps/search/?api=1&query=1105%202.4
1105,2.4,Stanton Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1105%202.4
1105,2.4,Fenway Park,Boston,MA,https://www.google.com/maps/search/?api=1&query=1105%202.4
1108,2.2,Square Pizza & Chicken,New York,NY,https://www.google.com/maps/search/?api=1&query=1108%202.2
1108,2.2,Steve's Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1108%202.2
1108,2.2,Pizza Al Fresco,Palm Beach,FL,https://www.google.com/maps/search/?api=1&query=1108%202.2
1111,2.1,Ciro’s Pizza Pomodoro,London,UK,https://www.google.com/maps/search/?api=1&query=1111%202.1
1111,2.1,IPizzaNY,New York,NY,https://www.google.com/maps/search/?api=1&query=1111%202.1
1113,1.9,Costco,Clifton,NJ,https://www.google.com/maps/search/?api=1&query=1113%201.9
1113,1.9,Jekyll & Hyde,New York,NY,https://www.google.com/maps/search/?api=1&query=1113%201.9
1113,1.9,Hell’s Kitchen Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1113%201.9
1116,1.8,Cafe Viva,New York,NY,https://www.google.com/maps/search/?api=1&query=1116%201.8
1117,1.7,Canal Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1117%201.7
1117,1.7,Highline Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1117%201.7
1119,1.4,Encore Beach Club,Las Vegas,NV,https://www.google.com/maps/search/?api=1&query=1119%201.4
1119,1.4,Rocky's Pizza 14th St,New York,NY,https://www.google.com/maps/search/?api=1&query=1119%201.4
1121,1.2,Lincoln Financial Field,Philadelphia,PA,https://www.google.com/maps/search/?api=1&query=1121%201.2
1121,1.2,Milk Bar East Village,New York,NY,https://www.google.com/maps/search/?api=1&query=1121%201.2
1121,1.2,Rubby's Pizzeria,New York,NY,https://www.google.com/maps/search/?api=1&query=1121%201.2
1121,1.2,Buca di Beppo Italian Restaurant,New York,NY,https://www.google.com/maps/search/?api=1&query=1121%201.2
1121,1.2,Backroom Pizza,Ann Arbor,MI,https://www.google.com/maps/search/?api=1&query=1121%201.2
1121,1.2,Catfish Biff's Pizza & Subs,Columbus,OH,https://www.google.com/maps/search/?api=1&query=1121%201.2
1121,1.2,Fox's Pizza Den,Charleston,WV,https://www.google.com/maps/search/?api=1&query=1121%201.2
1128,1.1,Georgio's Gourmet Pizza,Chicago,IL,https://www.google.com/maps/search/?api=1&query=1128%201.1
1129,0.9,Pizza Gaga,New York,NY,https://www.google.com/maps/search/?api=1&query=1129%200.9
1130,0.2,The Post,Louisville,KY,https://www.google.com/maps/search/?api=1&query=1130%200.2
1130,0.2,Churchill Downs,Louisville,KY,https://www.google.com/maps/search/?api=1&query=1130%200.2
1130,0.2,F & M Slice Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1130%200.2
1133,0.1,Cumberland Farms,Nantucket,MA,https://www.google.com/maps/search/?api=1&query=1133%200.1
1133,0.1,Open Market,New York,NY,https://www.google.com/maps/search/?api=1&query=1133%200.1
1135,0.08,Amtrak,New York,NY,https://www.google.com/maps/search/?api=1&query=1135%200.08
1136,0.02,7-Eleven,New York,NY,https://www.google.com/maps/search/?api=1&query=1136%200.02
1137,0.01,BD Best Pizza,New York,NY,https://www.google.com/maps/search/?api=1&query=1137%200.01
1138,0.0,Dante’s Inferno,Cleveland,OH,https://www.google.com/maps/search/?api=1&query=1138%200.0
1138,0.0,Blaze Fast Fire’d Pizza,Los Angeles,CA,https://www.google.com/maps/search/?api=1&query=1138%200.0
1138,0.0,Café Muse,New York,NY,https://www.google.com/maps/search/?api=1&query=1138%200.0
1138,0.0,Rich’s Grilled Pizza,Augusta,GA,https://www.google.com/maps/search/?api=1&query=1138%200.0
1138,0.0,Industry Kitchen,New York,NY,https://www.google.com/maps/search/?api=1&query=1138%200.0
1138,0.0,Goodfellas Pizzeria,Lexington,KY,https://www.google.com/maps/search/?api=1&query=1138%200.0
